*	alice29.txt=2.785329835010767,cp.html=3.1398790864012365,asyoulik.txt=2.1760912590556813,fields.c=3.7151673578484576,grammar.lsp=2.732393759822968,lcet10.txt=3.814913181275074,plrabn12.txt=2.0,xargs.1=1.8450980400142567,8
souls*	asyoulik.txt=1.0,plrabn12.txt=1.6020599913279623,2
sound*	alice29.txt=1.6020599913279623,asyoulik.txt=1.3010299956639813,lcet10.txt=2.1461280356782377,plrabn12.txt=2.5314789170422554,4
soundboard*	plrabn12.txt=1.0,1
sounded*	alice29.txt=1.6989700043360187,asyoulik.txt=1.0,lcet10.txt=1.0,plrabn12.txt=1.0,4
sounder*	asyoulik.txt=1.0,1
soundest*	plrabn12.txt=1.0,1
sounding*	plrabn12.txt=1.3010299956639813,1
soundrecording*	lcet10.txt=1.0,1
sounds*	alice29.txt=1.6020599913279623,lcet10.txt=1.3010299956639813,plrabn12.txt=1.7781512503836434,3
soup*	alice29.txt=2.2552725051033056,1
sourand*	alice29.txt=1.0,1
source*	cp.html=1.3010299956639813,lcet10.txt=2.0791812460476247,plrabn12.txt=1.6989700043360187,3
sourceconversion*	lcet10.txt=1.0,1
sources*	lcet10.txt=2.6232492903979003,1
sourest*	asyoulik.txt=1.0,1
south*	asyoulik.txt=1.0,lcet10.txt=1.3010299956639813,plrabn12.txt=1.8450980400142567,3
southern*	lcet10.txt=1.0,1
southmost*	plrabn12.txt=1.0,1
southsea*	asyoulik.txt=1.0,1
southward*	plrabn12.txt=1.0,1
southwind*	plrabn12.txt=1.0,1
sovereign*	plrabn12.txt=1.4771212547196624,asyoulik.txt=1.0,2
sovereignty*	plrabn12.txt=1.0,1
sovran*	plrabn12.txt=2.230448921378274,1
sovranty*	plrabn12.txt=1.0,1
sow*	plrabn12.txt=1.0,1
sowed*	plrabn12.txt=1.3010299956639813,1
sown*	plrabn12.txt=1.0,1
space*	asyoulik.txt=1.0,lcet10.txt=1.6989700043360187,plrabn12.txt=2.041392685158225,xargs.1=1.0,4
spaced*	lcet10.txt=1.0,1
spaces*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.3010299956639813,2
spacious*	plrabn12.txt=2.041392685158225,1
spade*	plrabn12.txt=1.0,1
spades*	alice29.txt=1.0,1
spake*	asyoulik.txt=1.0,plrabn12.txt=2.7923916894982534,2
spakest*	plrabn12.txt=1.0,1
span*	asyoulik.txt=1.0,lcet10.txt=1.3010299956639813,2
spangled*	plrabn12.txt=1.0,1
spangling*	plrabn12.txt=1.0,1
spare*	asyoulik.txt=1.0,plrabn12.txt=1.7781512503836434,2
spared*	plrabn12.txt=1.3010299956639813,1
spares*	plrabn12.txt=1.0,1
spark*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,2
sparkled*	plrabn12.txt=1.0,1
sparkles*	plrabn12.txt=1.0,1
sparkling*	plrabn12.txt=1.3010299956639813,1
sparrow*	asyoulik.txt=1.0,1
spartan*	plrabn12.txt=1.0,1
spasm*	plrabn12.txt=1.0,1
spatial*	lcet10.txt=1.3010299956639813,1
spattering*	plrabn12.txt=1.0,1
spawn*	plrabn12.txt=1.0,1
speak*	alice29.txt=2.1461280356782377,asyoulik.txt=2.447158031342219,lcet10.txt=1.3010299956639813,plrabn12.txt=2.0791812460476247,4
speakable*	plrabn12.txt=1.0,1
speakand*	alice29.txt=1.0,1
speaker*	alice29.txt=1.0,lcet10.txt=1.6020599913279623,2
speakers*	lcet10.txt=1.7781512503836434,1
speakest*	asyoulik.txt=1.3010299956639813,1
speaking*	alice29.txt=1.6989700043360187,lcet10.txt=1.4771212547196624,plrabn12.txt=1.6020599913279623,3
speaks*	asyoulik.txt=1.4771212547196624,plrabn12.txt=1.0,2
spear*	plrabn12.txt=2.041392685158225,1
spears*	plrabn12.txt=1.6989700043360187,1
spearto*	plrabn12.txt=1.0,1
special*	lcet10.txt=2.414973347970818,plrabn12.txt=1.0,xargs.1=1.0,3
specialist*	lcet10.txt=1.4771212547196624,1
specialists*	lcet10.txt=1.0,1
specialized*	lcet10.txt=1.6020599913279623,1
specific*	lcet10.txt=1.7781512503836434,plrabn12.txt=1.0,2
specifically*	lcet10.txt=1.6989700043360187,1
specifications*	lcet10.txt=1.0,1
specifics*	lcet10.txt=1.0,1
specify*	lcet10.txt=1.0,1
specious*	plrabn12.txt=1.4771212547196624,1
specked*	plrabn12.txt=1.0,1
spectacle*	asyoulik.txt=1.0,1
spectacles*	alice29.txt=1.4771212547196624,asyoulik.txt=1.0,2
spectators*	plrabn12.txt=1.0,1
spectrum*	lcet10.txt=1.6020599913279623,1
speculated*	lcet10.txt=1.3010299956639813,1
speculation*	plrabn12.txt=1.0,1
speculations*	plrabn12.txt=1.0,1
sped*	plrabn12.txt=1.0,1
speech*	alice29.txt=1.4771212547196624,asyoulik.txt=1.0,cp.html=1.4771212547196624,lcet10.txt=1.3010299956639813,plrabn12.txt=2.041392685158225,5
speeches*	lcet10.txt=1.0,1
speechless*	plrabn12.txt=1.0,1
speed*	alice29.txt=1.0,asyoulik.txt=1.0,lcet10.txt=2.0791812460476247,plrabn12.txt=2.322219294733919,4
speedier*	plrabn12.txt=1.0,1
speediest*	plrabn12.txt=1.3010299956639813,1
speedily*	plrabn12.txt=1.0,1
speeds*	lcet10.txt=1.6989700043360187,plrabn12.txt=1.0,2
speedy*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.4771212547196624,2
spell*	alice29.txt=1.0,1
spellcheck*	lcet10.txt=1.0,1
spellcheckings*	lcet10.txt=1.0,1
spellings*	lcet10.txt=1.0,1
spend*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.4771212547196624,2
spending*	lcet10.txt=1.0,1
spent*	asyoulik.txt=1.4771212547196624,lcet10.txt=1.0,plrabn12.txt=1.9030899869919433,3
sperbergmcqueen*	lcet10.txt=2.447158031342219,1
sperling*	lcet10.txt=1.0,1
sphere*	asyoulik.txt=1.0,plrabn12.txt=2.0,2
sphered*	plrabn12.txt=1.0,1
spheres*	asyoulik.txt=1.0,plrabn12.txt=1.4771212547196624,2
spicy*	plrabn12.txt=1.6020599913279623,1
spied*	plrabn12.txt=1.3010299956639813,1
spies*	plrabn12.txt=1.3010299956639813,1
spilt*	plrabn12.txt=1.0,1
spindle*	plrabn12.txt=1.0,1
spinning*	plrabn12.txt=1.0,1
spires*	plrabn12.txt=1.4771212547196624,1
spirit*	asyoulik.txt=1.4771212547196624,plrabn12.txt=2.643452676486187,2
spirited*	plrabn12.txt=1.3010299956639813,1
spiritless*	plrabn12.txt=1.0,1
spiritous*	plrabn12.txt=1.3010299956639813,1
spirits*	asyoulik.txt=1.6020599913279623,plrabn12.txt=2.724275869600789,2
spiritual*	plrabn12.txt=1.9542425094393248,1
spirtis*	plrabn12.txt=1.0,1
spit*	asyoulik.txt=1.3010299956639813,1
spite*	alice29.txt=1.0,lcet10.txt=1.0,plrabn12.txt=1.9030899869919433,3
spitting*	asyoulik.txt=1.0,1
splash*	alice29.txt=1.0,1
splashed*	alice29.txt=1.0,1
splashing*	alice29.txt=1.3010299956639813,1
spleen*	asyoulik.txt=1.0,1
splendid*	plrabn12.txt=1.0,1
splendidly*	alice29.txt=1.0,1
splendour*	plrabn12.txt=1.6020599913279623,1
splendours*	plrabn12.txt=1.0,1
spline*	cp.html=1.0,1
spoil*	plrabn12.txt=1.4771212547196624,1
spoiled*	plrabn12.txt=1.4771212547196624,1
spoils*	plrabn12.txt=1.6020599913279623,1
spoke*	alice29.txt=2.2041199826559246,asyoulik.txt=1.4771212547196624,lcet10.txt=1.4771212547196624,plrabn12.txt=1.0,4
spokefancy*	alice29.txt=1.0,1
spoken*	alice29.txt=1.0,plrabn12.txt=1.0,2
sponsored*	lcet10.txt=1.3010299956639813,1
sponsors*	lcet10.txt=1.3010299956639813,1
spontaneous*	plrabn12.txt=1.0,1
spoon*	alice29.txt=1.3010299956639813,1
sport*	asyoulik.txt=1.9030899869919433,plrabn12.txt=1.3010299956639813,2
sportful*	plrabn12.txt=1.0,1
sporting*	plrabn12.txt=1.3010299956639813,1
sports*	asyoulik.txt=1.0,1
spot*	alice29.txt=1.0,asyoulik.txt=1.0,plrabn12.txt=1.8450980400142567,3
spotless*	plrabn12.txt=1.0,1
spots*	plrabn12.txt=1.4771212547196624,1
spotty*	plrabn12.txt=1.0,1
spousal*	plrabn12.txt=1.0,1
spouse*	plrabn12.txt=1.6020599913279623,1
spoused*	plrabn12.txt=1.0,1
spout*	plrabn12.txt=1.0,1
spouts*	plrabn12.txt=1.0,1
sprawling*	alice29.txt=1.0,1
spread*	alice29.txt=1.4771212547196624,lcet10.txt=1.6989700043360187,plrabn12.txt=2.278753600952829,3
spreading*	alice29.txt=1.0,plrabn12.txt=1.3010299956639813,2
spreads*	plrabn12.txt=1.3010299956639813,1
spreme*	plrabn12.txt=1.0,1
spring*	asyoulik.txt=1.6989700043360187,lcet10.txt=1.6020599913279623,plrabn12.txt=2.2041199826559246,3
springerverlag*	lcet10.txt=1.0,1
springing*	plrabn12.txt=1.0,1
springs*	plrabn12.txt=1.6989700043360187,1
springtime*	plrabn12.txt=1.0,1
sprinkled*	plrabn12.txt=1.0,1
sprite*	asyoulik.txt=1.0,1
sprung*	plrabn12.txt=2.113943352306837,1
spume*	plrabn12.txt=1.0,1
spun*	plrabn12.txt=1.0,1
spurns*	plrabn12.txt=1.0,1
spurs*	asyoulik.txt=1.0,1
spy*	plrabn12.txt=1.6989700043360187,1
spying*	plrabn12.txt=1.0,1
squadron*	plrabn12.txt=1.4771212547196624,1
squadroned*	plrabn12.txt=1.0,1
squadrons*	plrabn12.txt=1.6989700043360187,1
squandering*	asyoulik.txt=1.0,1
square*	lcet10.txt=1.0,plrabn12.txt=1.4771212547196624,2
squared*	plrabn12.txt=1.3010299956639813,1
squat*	plrabn12.txt=1.0,1
squeaked*	alice29.txt=1.0,1
squeaking*	alice29.txt=1.3010299956639813,1
squeeze*	alice29.txt=1.0,1
squeezed*	alice29.txt=1.0,1
srcnewgif*	cp.html=2.5314789170422554,1
srcnewgifido*	cp.html=1.0,1
ss*	grammar.lsp=1.0,xargs.1=1.0,2
stabled*	plrabn12.txt=1.0,1
stablished*	plrabn12.txt=1.0,1
stack*	lcet10.txt=1.0,1
staff*	asyoulik.txt=1.0,lcet10.txt=2.3979400086720375,plrabn12.txt=1.0,3
staffs*	lcet10.txt=1.0,1
stag*	asyoulik.txt=1.0,plrabn12.txt=1.0,2
stage*	asyoulik.txt=1.0,lcet10.txt=1.8450980400142567,2
stages*	lcet10.txt=1.0,1
stagger*	asyoulik.txt=1.0,1
staid*	plrabn12.txt=1.8450980400142567,1
stain*	lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,2
staind*	asyoulik.txt=1.0,1
stained*	plrabn12.txt=1.3010299956639813,1
stains*	lcet10.txt=1.4771212547196624,1
stair*	plrabn12.txt=1.3010299956639813,1
stairs*	alice29.txt=1.4771212547196624,asyoulik.txt=1.0,plrabn12.txt=1.3010299956639813,3
stake*	lcet10.txt=1.0,1
stakes*	lcet10.txt=1.0,1
stale*	asyoulik.txt=1.0,1
staley*	lcet10.txt=1.0,1
stalk*	alice29.txt=1.0,plrabn12.txt=1.6020599913279623,2
stalkinghorse*	asyoulik.txt=1.0,1
stalks*	plrabn12.txt=1.0,1
stalling*	asyoulik.txt=1.0,1
stammer*	asyoulik.txt=1.0,1
stamping*	alice29.txt=1.3010299956639813,1
stand*	alice29.txt=1.7781512503836434,asyoulik.txt=1.6020599913279623,plrabn12.txt=2.6127838567197355,3
standa*	plrabn12.txt=1.0,1
standalone*	lcet10.txt=1.7781512503836434,1
standard*	lcet10.txt=2.8061799739838866,plrabn12.txt=1.6989700043360187,xargs.1=1.8450980400142567,3
standardization*	lcet10.txt=2.0,1
standardized*	lcet10.txt=1.6020599913279623,1
standardless*	lcet10.txt=1.3010299956639813,1
standards*	plrabn12.txt=1.0,cp.html=1.0,lcet10.txt=3.041392685158225,3
standardsetting*	lcet10.txt=1.4771212547196624,1
standing*	alice29.txt=1.0,lcet10.txt=1.0,plrabn12.txt=1.7781512503836434,3
standpoint*	lcet10.txt=1.0,1
stands*	asyoulik.txt=1.4771212547196624,plrabn12.txt=1.7781512503836434,2
stanford*	lcet10.txt=1.0,1
stanzo*	asyoulik.txt=1.0,1
stanzos*	asyoulik.txt=1.0,1
star*	plrabn12.txt=2.1760912590556813,1
starbright*	plrabn12.txt=1.0,1
starfish*	alice29.txt=1.0,1
staring*	alice29.txt=1.4771212547196624,1
starless*	plrabn12.txt=1.0,1
starlight*	plrabn12.txt=1.0,1
starpaved*	plrabn12.txt=1.0,1
starry*	plrabn12.txt=2.113943352306837,1
stars*	plrabn12.txt=2.447158031342219,1
start*	lcet10.txt=1.8450980400142567,1
started*	lcet10.txt=1.6989700043360187,alice29.txt=1.3010299956639813,plrabn12.txt=1.4771212547196624,3
starting*	lcet10.txt=1.8450980400142567,1
startle*	asyoulik.txt=1.0,1
startled*	alice29.txt=1.3010299956639813,plrabn12.txt=1.0,2
starts*	plrabn12.txt=1.0,xargs.1=1.0,2
starttitle*	lcet10.txt=1.0,1
startup*	lcet10.txt=1.6020599913279623,1
starve*	plrabn12.txt=1.0,1
starved*	plrabn12.txt=1.3010299956639813,1
state*	asyoulik.txt=1.3010299956639813,alice29.txt=1.0,lcet10.txt=2.2552725051033056,plrabn12.txt=2.6989700043360187,4
stateaffairs*	plrabn12.txt=1.0,1
stated*	lcet10.txt=1.8450980400142567,1
stateliest*	plrabn12.txt=1.3010299956639813,1
stately*	plrabn12.txt=1.6020599913279623,1
statement*	grammar.lsp=1.0,lcet10.txt=1.3010299956639813,2
statementshow*	lcet10.txt=1.0,1
states*	asyoulik.txt=1.0,lcet10.txt=2.4913616938342726,plrabn12.txt=1.0,3
statewide*	lcet10.txt=1.0,1
stathisa*	cp.html=1.0,1
static*	fields.c=1.6989700043360187,1
stating*	lcet10.txt=1.0,1
station*	plrabn12.txt=1.6989700043360187,alice29.txt=1.0,lcet10.txt=1.8450980400142567,3
stations*	plrabn12.txt=1.0,lcet10.txt=1.7781512503836434,2
statistical*	lcet10.txt=1.0,1
stature*	asyoulik.txt=1.0,plrabn12.txt=1.6989700043360187,2
status*	lcet10.txt=1.6989700043360187,xargs.1=1.4771212547196624,2
stay*	plrabn12.txt=2.041392685158225,alice29.txt=1.6989700043360187,asyoulik.txt=1.9542425094393248,lcet10.txt=1.0,4
stayd*	asyoulik.txt=1.0,1
stayed*	plrabn12.txt=1.3010299956639813,1
stays*	alice29.txt=1.0,asyoulik.txt=1.4771212547196624,plrabn12.txt=1.4771212547196624,3
stdioh*	fields.c=1.0,1
stead*	plrabn12.txt=1.0,1
steadfast*	plrabn12.txt=1.3010299956639813,1
steadiest*	plrabn12.txt=1.0,1
steady*	plrabn12.txt=1.0,alice29.txt=1.0,lcet10.txt=1.0,3
steal*	asyoulik.txt=1.3010299956639813,1
stealth*	plrabn12.txt=1.3010299956639813,1
steam*	lcet10.txt=1.0,plrabn12.txt=1.0,2
steamengine*	alice29.txt=1.0,1
steaming*	plrabn12.txt=1.0,1
stedfast*	plrabn12.txt=1.3010299956639813,1
steed*	plrabn12.txt=1.4771212547196624,1
steeds*	plrabn12.txt=1.7781512503836434,1
steel*	asyoulik.txt=1.0,plrabn12.txt=1.0,2
steep*	plrabn12.txt=2.0,1
steered*	plrabn12.txt=1.0,1
steering*	plrabn12.txt=1.0,1
steers*	plrabn12.txt=1.4771212547196624,1
steersmen*	plrabn12.txt=1.0,1
stellar*	plrabn12.txt=1.0,1
stem*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,2
stemming*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,2
stems*	lcet10.txt=1.0,1
stench*	grammar.lsp=1.3010299956639813,plrabn12.txt=1.0,2
step*	asyoulik.txt=1.0,lcet10.txt=2.0,plrabn12.txt=1.7781512503836434,3
stepdame*	plrabn12.txt=1.0,1
stepping*	plrabn12.txt=1.0,1
steps*	lcet10.txt=1.8450980400142567,plrabn12.txt=2.113943352306837,2
stept*	plrabn12.txt=1.0,1
stern*	asyoulik.txt=1.3010299956639813,plrabn12.txt=1.6989700043360187,2
sterner*	asyoulik.txt=1.0,1
sternly*	alice29.txt=1.0,plrabn12.txt=1.0,2
stevea*	cp.html=1.3010299956639813,1
stevens*	lcet10.txt=1.7781512503836434,1
stewarta*	cp.html=1.0,1
stick*	alice29.txt=1.6020599913279623,1
sticks*	alice29.txt=1.0,asyoulik.txt=1.0,plrabn12.txt=1.0,3
stiff*	plrabn12.txt=1.0,alice29.txt=1.0,2
stifling*	plrabn12.txt=1.0,1
stigand*	alice29.txt=1.0,1
still*	alice29.txt=2.113943352306837,asyoulik.txt=2.0,lcet10.txt=2.2041199826559246,plrabn12.txt=2.9542425094393248,4
stimulate*	lcet10.txt=1.3010299956639813,1
sting*	asyoulik.txt=1.3010299956639813,plrabn12.txt=1.3010299956639813,2
stings*	plrabn12.txt=1.0,1
stingy*	alice29.txt=1.0,1
stir*	asyoulik.txt=1.4771212547196624,plrabn12.txt=1.4771212547196624,2
stirred*	plrabn12.txt=1.3010299956639813,1
stirring*	alice29.txt=1.3010299956639813,plrabn12.txt=1.0,2
stitch*	lcet10.txt=1.0,1
stock*	lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,2
stockholm*	cp.html=1.0,1
stockings*	alice29.txt=1.0,1
stole*	plrabn12.txt=1.4771212547196624,alice29.txt=1.3010299956639813,2
stolen*	alice29.txt=1.0,plrabn12.txt=1.3010299956639813,2
stomach*	asyoulik.txt=1.0,1
stone*	asyoulik.txt=1.0,plrabn12.txt=2.0,2
stones*	asyoulik.txt=1.0,plrabn12.txt=1.0,2
stony*	plrabn12.txt=1.4771212547196624,1
stood*	alice29.txt=1.8450980400142567,asyoulik.txt=1.3010299956639813,plrabn12.txt=3.041392685158225,3
stoodest*	plrabn12.txt=1.3010299956639813,1
stool*	alice29.txt=1.0,1
stoop*	alice29.txt=1.3010299956639813,plrabn12.txt=1.3010299956639813,2
stooped*	plrabn12.txt=1.3010299956639813,1
stooping*	plrabn12.txt=1.3010299956639813,1
stop*	alice29.txt=1.7781512503836434,asyoulik.txt=1.0,lcet10.txt=1.0,plrabn12.txt=1.6989700043360187,4
stopped*	alice29.txt=1.4771212547196624,1
stopping*	alice29.txt=1.0,1
stops*	plrabn12.txt=1.0,1
stopt*	plrabn12.txt=1.0,1
storage*	lcet10.txt=2.681241237375587,1
store*	asyoulik.txt=1.0,fields.c=1.3010299956639813,lcet10.txt=1.7781512503836434,plrabn12.txt=2.0,4
stored*	lcet10.txt=2.2041199826559246,plrabn12.txt=1.6020599913279623,2
stores*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.3010299956639813,2
storing*	lcet10.txt=2.041392685158225,plrabn12.txt=1.0,2
stork*	plrabn12.txt=1.0,1
storm*	plrabn12.txt=1.6020599913279623,1
storming*	plrabn12.txt=1.0,1
storms*	plrabn12.txt=1.4771212547196624,1
stormy*	plrabn12.txt=1.0,1
story*	alice29.txt=1.9030899869919433,asyoulik.txt=1.0,lcet10.txt=1.0,plrabn12.txt=1.6989700043360187,4
str*	fields.c=2.6127838567197355,1
straight*	asyoulik.txt=1.3010299956639813,alice29.txt=1.3010299956639813,lcet10.txt=1.3010299956639813,plrabn12.txt=2.2041199826559246,4
straightened*	alice29.txt=1.0,1
straightening*	alice29.txt=1.0,1
straighter*	lcet10.txt=1.0,1
straightforward*	lcet10.txt=1.3010299956639813,1
strained*	plrabn12.txt=1.0,1
strains*	lcet10.txt=1.3010299956639813,asyoulik.txt=1.0,plrabn12.txt=1.0,3
strait*	plrabn12.txt=1.6020599913279623,1
straitened*	plrabn12.txt=1.3010299956639813,1
straitening*	plrabn12.txt=1.0,1
straits*	asyoulik.txt=1.0,1
strand*	plrabn12.txt=1.0,1
strange*	alice29.txt=1.6989700043360187,asyoulik.txt=1.9542425094393248,lcet10.txt=1.0,plrabn12.txt=2.361727836017593,4
stranger*	asyoulik.txt=1.0,plrabn12.txt=1.6020599913279623,2
strangers*	asyoulik.txt=1.0,1
strategic*	lcet10.txt=1.9542425094393248,1
strategies*	lcet10.txt=1.8450980400142567,1
strategy*	lcet10.txt=1.6989700043360187,1
strawbuilt*	plrabn12.txt=1.0,1
stray*	lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,2
strayed*	plrabn12.txt=1.3010299956639813,1
strchr*	fields.c=1.7781512503836434,1
streak*	plrabn12.txt=1.0,1
streaking*	plrabn12.txt=1.0,1
streaks*	plrabn12.txt=1.0,1
stream*	asyoulik.txt=1.4771212547196624,plrabn12.txt=2.2041199826559246,2
streaming*	plrabn12.txt=1.3010299956639813,1
streams*	lcet10.txt=1.0,plrabn12.txt=1.9030899869919433,2
street*	lcet10.txt=1.9542425094393248,1
streets*	plrabn12.txt=1.3010299956639813,1
strength*	plrabn12.txt=2.5314789170422554,alice29.txt=1.0,asyoulik.txt=1.4771212547196624,lcet10.txt=1.0,4
strengths*	lcet10.txt=1.6020599913279623,1
stressed*	lcet10.txt=1.9542425094393248,1
stressing*	lcet10.txt=1.0,1
stretch*	asyoulik.txt=1.0,1
stretched*	alice29.txt=1.3010299956639813,asyoulik.txt=1.0,plrabn12.txt=1.8450980400142567,3
stretching*	alice29.txt=1.3010299956639813,asyoulik.txt=1.0,plrabn12.txt=1.0,3
strict*	plrabn12.txt=1.9030899869919433,1
strictest*	plrabn12.txt=1.4771212547196624,1
strictly*	lcet10.txt=1.0,plrabn12.txt=1.4771212547196624,2
strides*	plrabn12.txt=1.3010299956639813,1
strife*	plrabn12.txt=2.0,1
strike*	cp.html=1.0,lcet10.txt=1.0,plrabn12.txt=1.0,3
strikes*	asyoulik.txt=1.0,1
striking*	lcet10.txt=1.6020599913279623,1
string*	fields.c=1.3010299956639813,lcet10.txt=1.0,plrabn12.txt=1.0,xargs.1=1.6989700043360187,4
strings*	xargs.1=1.0,alice29.txt=1.0,2
strip*	fields.c=1.6989700043360187,1
stripes*	plrabn12.txt=1.0,1
stripling*	plrabn12.txt=1.0,1
strippd*	asyoulik.txt=1.0,1
stripped*	lcet10.txt=1.0,1
strive*	lcet10.txt=1.0,plrabn12.txt=1.6989700043360187,2
strives*	lcet10.txt=1.0,1
strlen*	fields.c=1.4771212547196624,1
strode*	plrabn12.txt=1.0,1
stroke*	asyoulik.txt=1.0,plrabn12.txt=2.1461280356782377,2
strokes*	lcet10.txt=1.4771212547196624,1
strong*	asyoulik.txt=1.8450980400142567,plrabn12.txt=2.113943352306837,2
stronger*	asyoulik.txt=1.3010299956639813,plrabn12.txt=1.7781512503836434,2
strongest*	plrabn12.txt=1.0,lcet10.txt=1.3010299956639813,2
strongly*	plrabn12.txt=1.3010299956639813,lcet10.txt=1.8450980400142567,2
strove*	plrabn12.txt=1.3010299956639813,1
strow*	plrabn12.txt=1.0,1
strowed*	plrabn12.txt=1.0,1
strown*	plrabn12.txt=1.0,1
strows*	plrabn12.txt=1.0,1
struck*	plrabn12.txt=1.3010299956639813,alice29.txt=1.3010299956639813,lcet10.txt=1.6020599913279623,3
strucken*	plrabn12.txt=1.0,1
structural*	lcet10.txt=1.0,1
structure*	fields.c=1.9030899869919433,lcet10.txt=2.6020599913279625,plrabn12.txt=1.4771212547196624,3
structured*	lcet10.txt=1.9030899869919433,1
structureone*	lcet10.txt=1.0,1
structures*	cp.html=1.0,lcet10.txt=1.6989700043360187,2
structuring*	lcet10.txt=1.6020599913279623,1
struggle*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,2
struggling*	lcet10.txt=1.0,plrabn12.txt=1.0,2
stuart*	lcet10.txt=1.9030899869919433,1
stuarta*	cp.html=1.0,1
stubborn*	asyoulik.txt=1.0,plrabn12.txt=1.3010299956639813,2
stubbornest*	asyoulik.txt=1.0,1
stubbornness*	asyoulik.txt=1.0,1
stuck*	lcet10.txt=1.0,1
student*	lcet10.txt=1.6989700043360187,1
students*	lcet10.txt=2.7993405494535812,1
studentsoral*	lcet10.txt=1.0,1
studied*	asyoulik.txt=1.0,1
studies*	asyoulik.txt=1.0,lcet10.txt=1.8450980400142567,2
studious*	plrabn12.txt=1.4771212547196624,1
study*	asyoulik.txt=1.4771212547196624,lcet10.txt=2.447158031342219,plrabn12.txt=1.4771212547196624,3
studying*	lcet10.txt=1.6989700043360187,1
stuff*	alice29.txt=1.6020599913279623,lcet10.txt=1.3010299956639813,plrabn12.txt=1.3010299956639813,3
stumble*	plrabn12.txt=1.0,1
stumbled*	plrabn12.txt=1.0,1
stumbling*	lcet10.txt=1.0,1
stunning*	plrabn12.txt=1.0,1
stupendious*	plrabn12.txt=1.0,1
stupid*	alice29.txt=1.7781512503836434,fields.c=1.0,plrabn12.txt=1.0,3
stupidest*	alice29.txt=1.0,1
stupidly*	plrabn12.txt=1.0,alice29.txt=1.0,2
sturschoclcorg*	lcet10.txt=1.0,1
stygian*	plrabn12.txt=1.6989700043360187,1
style*	asyoulik.txt=1.4771212547196624,lcet10.txt=1.4771212547196624,plrabn12.txt=1.7781512503836434,3
styled*	plrabn12.txt=1.4771212547196624,1
styx*	plrabn12.txt=1.0,1
subband*	cp.html=1.0,1
subbandwavelet*	cp.html=1.0,1
subdivisions*	lcet10.txt=1.0,1
subducting*	plrabn12.txt=1.0,1
subdue*	plrabn12.txt=1.9542425094393248,1
subdued*	alice29.txt=1.0,plrabn12.txt=1.0,2
subdues*	plrabn12.txt=1.4771212547196624,1
subduing*	plrabn12.txt=1.0,1
subj*	grammar.lsp=2.447158031342219,1
subject*	alice29.txt=1.7781512503836434,asyoulik.txt=1.0,lcet10.txt=1.9030899869919433,plrabn12.txt=1.3010299956639813,4
subjected*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.3010299956639813,2
subjectindexing*	lcet10.txt=1.0,1
subjecting*	lcet10.txt=1.0,1
subjection*	plrabn12.txt=1.9030899869919433,1
subjective*	lcet10.txt=1.3010299956639813,1
subjects*	alice29.txt=1.0,lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,3
sublime*	plrabn12.txt=1.9542425094393248,1
sublimed*	plrabn12.txt=1.3010299956639813,1
sublunar*	plrabn12.txt=1.0,1
submiss*	plrabn12.txt=1.4771212547196624,1
submission*	plrabn12.txt=1.6989700043360187,1
submissive*	plrabn12.txt=1.3010299956639813,1
submit*	lcet10.txt=1.6020599913279623,plrabn12.txt=1.8450980400142567,2
submits*	plrabn12.txt=1.0,1
submitted*	alice29.txt=1.0,lcet10.txt=1.3010299956639813,2
submitting*	plrabn12.txt=1.0,1
subordinate*	plrabn12.txt=1.0,1
suborned*	plrabn12.txt=1.0,1
subscribed*	lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,2
subscriber*	lcet10.txt=1.0,1
subscribers*	lcet10.txt=1.4771212547196624,1
subscribes*	lcet10.txt=1.0,1
subscription*	lcet10.txt=1.0,plrabn12.txt=1.0,2
subsequent*	lcet10.txt=1.9542425094393248,1
subsequently*	lcet10.txt=1.0,1
subsist*	plrabn12.txt=1.3010299956639813,1
substance*	plrabn12.txt=2.041392685158225,1
substances*	plrabn12.txt=1.3010299956639813,1
substantial*	lcet10.txt=1.6989700043360187,plrabn12.txt=1.3010299956639813,2
substantially*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,2
substitute*	lcet10.txt=1.0,plrabn12.txt=1.0,2
substitutes*	plrabn12.txt=1.0,1
substituting*	lcet10.txt=1.0,1
subsystem*	lcet10.txt=1.6989700043360187,1
subterranean*	plrabn12.txt=1.0,1
subtile*	plrabn12.txt=1.0,1
subtitle*	lcet10.txt=1.0,1
subtle*	asyoulik.txt=1.0,lcet10.txt=1.0,plrabn12.txt=1.9542425094393248,3
subtlest*	plrabn12.txt=1.4771212547196624,1
